x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-9.791400, 7.267968, 12.090288, -15.249404, -12.635598, 28.359660, 5.691684, 5.277015, 4.807014, NaN, NaN, NaN, 6.326402, 0.713568, -5.065350, 17.083177, -6.047103, 18.247500, -0.899633, -27.902437, NaN, 16.499313, -9.786008, 1.768743, -6.527307, -2.519558, -5.301041, NaN, -1.414800, -9.905690, -13.276948, -5.019628, -16.361379, -18.607133, 0.051258, NaN, 2.016182, 0.484849, 8.656424, -2.346368, 12.823585, 10.269104, 20.240351, -18.363776, -2.348632, -6.054879, 8.487231, -9.854735, 18.981511, 16.762299, NaN, 0.573519, -9.693203, 7.924448, 19.720105, NaN, -14.474971, 2.193292, -5.005765, -2.520630, NaN, -10.826834, 11.673760, -5.694352, -17.362120, -4.110045, NaN, 18.569868, NaN, 6.118223, NaN, 5.124787, -11.300207, -1.537513, NaN, 27.333822, -6.353589, 5.456682, -1.647844, -2.890928, NaN, -17.648714, NaN, 14.834788, -5.792964, -3.337492, NaN, 4.910810, -30.133299, -3.021609, 10.743766, NaN, -3.055818, 2.387590, 5.867978, K, NaN, H, K, G
NaN, 4.888021, 12.837089, -16.871351, -13.636601, 21.488807, -0.185850, 2.748115, NaN, -3.632021, 15.463605, -2.794032, 3.167277, -2.910843, NaN, 17.122413, NaN, 18.755152, -4.099844, -29.684737, -46.083716, 11.372057, -9.814301, NaN, -6.436599, -3.355411, -10.111005, NaN, -1.529523, NaN, -8.786235, -5.814795, -20.089542, -19.725998, NaN, -1.920988, -2.186651, 2.208144, 11.302762, -0.765481, 9.527291, 7.631317, 19.698697, -18.839197, NaN, -9.319683, 3.223689, -14.779746, 14.806040, NaN, -6.038070, 0.995261, NaN, 8.105308, 20.373431, 11.315262, -16.946998, -2.797098, -5.034349, -2.499676, -6.283850, -9.767095, 10.727126, NaN, -18.491121, NaN, -22.514645, 15.469389, -0.163131, 8.222897, 4.318920, 6.759338, -10.446851, -8.568057, -7.405061, NaN, -7.552642, NaN, -0.080133, -0.974627, 6.657390, -17.464675, -0.912884, 16.379750, -9.454893, -0.824288, -0.288178, 2.114310, -31.776105, NaN, 3.974564, NaN, -8.463458, -0.372887, 2.698134, I, I, K, I, I
-6.658019, 4.694518, 10.895632, -22.271216, -12.731802, 20.044139, 3.945804, 5.318712, 0.053085, -3.946789, 18.531016, -3.789996, 4.700108, -4.892464, -10.834199, NaN, -8.334622, 16.967613, -4.647614, -32.164882, -44.931014, 6.138883, NaN, -1.561059, -6.313651, 1.537363, -9.073299, 2.255598, 1.928461, -8.578857, -9.841106, -4.500812, -21.377384, -21.490510, -3.792672, -3.648604, NaN, 2.254797, 10.480044, -9.401561, 10.161777, NaN, 16.654723, -19.582550, -0.706116, -10.143158, NaN, -14.000317, 16.556149, 18.182994, -13.779823, 0.996730, -10.581117, 8.986485, 21.212279, 8.515225, -19.367986, NaN, -8.930528, 2.934649, -3.107038, -9.758250, 14.010561, -6.133957, -16.987324, -6.243692, NaN, 15.333508, 3.295750, 5.844427, 4.177240, 1.334582, -10.784453, -10.827550, -6.361806, 23.809346, -10.961167, NaN, 0.170891, -2.026134, NaN, -26.173856, -4.523289, 13.779650, -9.980952, -4.959552, 0.977761, 0.185623, -29.272310, -6.854219, 7.791611, NaN, -9.141834, -0.357657, NaN, I, H, NaN, H, G
-9.897397, 2.387255, 9.872095, -19.679078, -13.335530, 19.433137, 2.032124, 2.016111, -0.367147, -5.547755, 9.451394, -6.673303, 0.638214, -4.501445, -13.271482, 11.133235, NaN, 12.236174, -3.028921, NaN, -48.733322, 7.765254, -7.520956, -0.535995, -8.848866, 0.147225, NaN, -0.976828, -3.488766, -11.304110, NaN, -10.334411, NaN, -21.341992, 0.163753, -9.551727, -2.947093, -2.169311, 8.280983, -4.189945, 9.471171, 4.609298, 17.972182, -19.802706, -6.139420, -5.131729, NaN, -11.106117, 13.460385, 15.323012, -16.661564, NaN, -9.871875, 8.890958, NaN, 0.747943, -17.679299, -7.684295, -10.746496, -7.416828, -8.234663, -13.582330, 8.829860, NaN, -21.603972, -6.146919, -25.634074, 10.628405, -2.380704, 2.244490, 0.947705, 0.980336, -15.039338, -9.823844, -6.641495, 21.771419, -10.574969, 3.579981, NaN, NaN, 5.269023, -23.135989, -6.264183, NaN, -9.787080, -8.253336, NaN, 3.589701, -35.375230, -8.355020, NaN, 9.735931, -10.229432, -4.299379, -2.749800, J, H, H, I, H
-11.808729, 1.923340, NaN, -16.801727, -10.950395, 28.665091, NaN, 2.696470, -1.737281, -3.801372, NaN, -3.654038, NaN, NaN, -12.845965, 12.277906, -14.961074, 11.597127, -2.325778, NaN, -48.288074, 14.008662, -8.405323, 2.574716, -9.206740, NaN, -8.310298, 2.879624, -4.580777, -13.287629, -14.649972, NaN, -20.089893, -21.953716, 0.362666, -7.707718, 2.635003, NaN, 5.744674, -6.699976, 10.579569, NaN, 20.917036, -19.226751, -3.142599, -4.606583, 2.009514, -10.333042, 17.264012, 20.995903, -13.512393, -5.357850, -6.134493, 9.113949, 17.076390, 3.255770, -14.716837, -1.806442, -6.149495, -7.009380, -4.449488, -10.642646, 4.616100, -6.566970, -18.215349, -5.103538, -22.252362, 14.349979, NaN, 4.237619, NaN, 3.455916, NaN, NaN, NaN, 25.674461, NaN, 4.643264, -2.600757, -4.238090, -0.675867, -20.885806, -6.141644, NaN, -3.227151, -8.983765, 0.576904, -0.063864, -36.003811, -3.376627, 5.832343, 10.622568, -10.729880, -1.390124, NaN, J, H, J, K, I
-4.328310, 6.840114, 16.921061, -15.635374, -16.242413, NaN, 5.176102, 6.382050, 3.487433, -0.289617, NaN, 0.820937, 2.826018, -2.244343, -7.550085, 16.873378, -3.403225, 17.394037, -2.619819, -27.571662, -43.790034, 9.511091, -5.456618, 5.362121, -4.505865, 4.487836, -2.454328, 2.911950, -2.783137, -9.211205, -7.630712, -8.427196, -19.072620, -17.333845, NaN, -3.873832, NaN, 4.215740, 7.451310, NaN, NaN, 11.103991, 19.894988, -14.378996, -1.292151, NaN, 5.139774, -8.340111, 13.583430, 19.514340, -10.204320, 6.421259, NaN, 10.178289, 19.817931, 9.471096, -15.957014, 1.136984, -6.604027, 3.232491, -7.747795, NaN, 15.515112, NaN, -21.854627, -4.036302, -18.609132, 16.164559, 1.626984, 6.448998, 7.349594, 9.092763, NaN, -6.612112, -3.878344, 26.904221, -4.739638, 5.224275, 1.000451, 1.856210, 4.976965, NaN, 3.947830, 20.930108, -11.645911, 1.439071, 4.903057, 6.249810, -26.345337, -5.606205, 8.008820, 16.057851, -11.648770, 1.338938, -0.024175, K, I, J, H, NaN
-10.052108, 5.025147, 12.214177, -16.637942, -16.533048, 24.609220, NaN, 6.223797, 4.636877, NaN, 19.664881, -4.276493, NaN, NaN, -8.441260, 16.279793, NaN, 16.853279, -5.891921, -30.160295, -47.711289, 10.026301, -9.525675, 0.091953, -3.580336, 0.125751, -9.542425, 0.289702, -4.348299, -8.424891, -13.000806, -7.570587, -18.506772, -17.428897, NaN, NaN, -0.761349, 1.512402, 7.244702, 0.142125, 8.696759, 10.264948, 22.165593, -19.953806, 0.684748, -9.095036, 7.950706, -8.837848, 16.711624, 18.526307, -11.032572, -1.373214, -12.950917, 7.291753, 20.989421, 9.827901, -10.567172, -2.500917, -9.513558, -2.149071, -6.277910, -13.084651, 11.615427, NaN, NaN, -10.011625, -25.564832, NaN, 5.428716, NaN, 3.086833, 5.860510, -10.000204, -5.435662, NaN, 27.122978, -9.923896, 4.884197, 0.679537, -3.178154, 1.850705, -25.346131, 1.449350, 10.688004, -6.993135, -3.083748, 1.101046, 4.522409, -29.171749, -4.907372, 7.076527, 13.179604, -5.964101, 2.195036, 0.316039, I, NaN, J, I, G
-4.395240, NaN, 10.062901, -13.458872, -10.871708, NaN, 3.655601, 6.156372, 3.147068, -5.602968, 18.032886, -3.123968, 5.847337, 2.967405, NaN, 13.450582, NaN, 15.772565, NaN, -28.994091, -48.428070, 13.301397, -8.945848, 4.189295, -1.445792, 1.455541, -8.549117, 1.803962, -5.038177, -9.418643, NaN, -5.387048, -19.091174, -15.796759, 2.415584, -1.825244, -0.707265, 2.526733, 12.562292, 2.928995, NaN, 8.214773, 27.468091, -14.039761, -0.802515, -3.070964, 4.217286, -10.393414, 23.401341, 18.712452, -10.671104, 1.668976, -9.235655, 7.494039, 18.018132, 5.988992, -10.455564, NaN, -4.654649, -4.232761, -7.307339, -14.484643, 13.126527, -6.235308, -17.459898, -2.998049, -21.138238, 16.913245, 8.064314, 5.906902, 2.391942, 11.781173, -10.583616, -4.835568, -2.902993, 26.434438, -5.396787, 6.259041, -0.406585, -0.312758, 6.876016, -19.240005, 1.743386, 17.948824, -4.265164, -0.398442, 2.124160, NaN, -27.479538, -2.421753, 10.288764, 10.552034, -6.829688, 0.811755, 3.415191, J, H, NaN, K, NaN
-9.516310, 6.181699, 12.571013, -21.070070, -17.118146, 23.924619, NaN, 3.678088, 5.836014, -1.123816, 17.817882, NaN, 7.915596, -2.339430, -5.379001, 16.810428, NaN, 19.698254, -5.520887, -27.410456, -49.442816, 11.628845, -12.840702, -5.371890, -11.236732, 0.206541, -9.013492, -3.082549, NaN, -6.332090, -17.680472, -7.491319, -17.199395, -21.519252, -3.750585, -4.416227, -1.893238, 3.375653, 2.774479, -2.769472, 7.739747, 10.342033, 14.912615, NaN, -4.365031, -8.601671, 3.451733, -7.530625, NaN, 17.418575, -10.596407, -5.139282, -10.884092, 4.152060, 19.830693, NaN, -14.924236, NaN, -10.475615, -1.332777, -4.842741, -8.023135, NaN, -9.876418, -18.478044, -7.682417, -24.515007, 13.183774, 3.148058, NaN, -3.079051, NaN, -9.827224, -2.886035, -9.177276, NaN, -12.726182, NaN, -1.215857, -5.590027, 0.783229, -24.800477, -0.316549, 9.695355, -10.152785, NaN, NaN, 3.671913, -30.585444, -2.871167, 8.251005, 14.362404, -10.749763, 4.413691, 1.185545, I, I, I, H, K
NaN, 8.099091, 13.861261, NaN, -18.704475, 21.372268, 5.257826, 3.226080, 1.592376, -6.619230, 12.233229, -7.596558, 4.010802, 0.930770, -12.513545, 11.702756, -5.359753, 11.575071, -6.868463, NaN, -48.803062, 10.306180, -8.933952, -0.909496, -2.758893, NaN, -9.802409, -0.287141, -6.767482, -11.756159, -11.945865, NaN, -18.617488, -20.978292, -2.891450, -5.153076, -2.282070, -1.841152, 6.148130, -1.919276, 12.671761, 7.041687, 24.273184, -13.787842, 4.421439, -5.984404, 2.907614, -11.067614, 16.195598, 19.960369, -9.656496, -1.237193, -6.629818, 5.540715, 13.146917, 2.021117, -14.868850, 0.386014, -7.097790, NaN, NaN, -15.674910, NaN, -11.039894, -24.052627, -8.233453, -20.484478, 14.576821, 1.742171, 6.203341, -2.637775, 4.115184, -14.918392, -5.523971, -9.809080, 25.504216, NaN, 1.467192, -1.857721, -0.052188, 1.492562, -21.670017, NaN, 19.292278, NaN, -9.399952, 2.769349, 4.130180, -36.195936, NaN, 8.510443, 10.767949, -8.683423, 1.030669, 0.277695, K, I, G, I, K
-13.116090, 6.194664, 11.960401, -15.627889, -12.660190, 26.079574, 0.047601, 5.654059, 2.202837, -3.545066, 8.508116, NaN, 2.838050, -2.596630, -8.716472, NaN, -8.859687, 16.910584, -7.362890, -30.797335, -44.187564, 9.511409, -11.921813, -0.580035, -5.794260, -1.020431, -5.223182, 0.568058, -2.400085, -11.378769, -17.551575, -7.436778, NaN, NaN, -0.280651, -7.038856, -3.759930, -2.607557, 6.511803, NaN, 8.798328, 7.150559, 17.604571, -22.675292, -0.838447, -7.327720, 3.490612, -11.135862, NaN, NaN, -9.723107, -1.964962, NaN, 6.389099, 16.741128, 4.925386, -18.844098, -4.995635, NaN, -10.106500, -7.368891, -15.164768, 7.492697, NaN, -19.725253, -6.367695, -24.614549, 15.145411, -1.118607, 4.233220, -0.755903, 0.713745, -15.503068, NaN, -9.978860, 23.945692, -12.487002, 2.747268, -1.348889, -1.780279, 3.593286, -20.847259, -4.922447, 13.511810, -7.854420, NaN, 0.664974, NaN, -35.888449, -5.393164, 0.699263, NaN, -9.971677, 1.316214, -0.074349, K, H, J, G, H
-5.378375, 5.882817, 15.186286, NaN, -13.797044, NaN, NaN, 4.840464, 8.505218, -9.547941, 13.674375, -8.696639, 3.227115, 2.379983, -10.647122, 12.728134, NaN, 10.496394, 2.619694, -27.948959, -43.839963, NaN, -5.983672, NaN, NaN, 6.492919, -2.994071, 1.059193, -1.711615, NaN, NaN, -11.504048, -22.291285, -15.661923, NaN, -0.358790, -1.260470, 1.194253, 8.233597, 1.943838, 13.869487, NaN, 17.761076, -18.637326, -2.564838, -7.420298, 1.626933, -9.905233, NaN, 14.641614, NaN, 1.634145, -6.659728, 6.368231, NaN, 7.234908, NaN, -0.372274, -9.997765, -5.674904, -9.746469, -13.278702, NaN, -7.739794, -16.381502, -5.718414, -19.497277, 15.746282, 2.109040, NaN, 3.812246, NaN, -13.349104, -8.972525, -5.733943, NaN, -7.057500, 1.620567, -4.244048, -1.672396, 4.404136, NaN, -4.881281, NaN, -6.796934, -3.099064, 5.880601, 7.383069, -32.222393, NaN, 6.902860, 9.509320, -10.059522, 0.084071, -0.443313, J, NaN, J, K, J
-6.590124, 5.080708, 13.416800, -18.108219, -17.997661, NaN, 1.679795, 7.276736, -0.212604, -1.246915, 13.791219, -2.197118, 0.781287, -1.681829, -10.542487, 9.311699, -4.711041, 17.014708, -10.603013, -29.454233, -47.853927, 8.959951, -10.838020, -1.634733, -7.286587, NaN, -7.376686, -3.072865, -4.513302, -8.508357, -13.849816, -7.582169, -20.149500, -21.156149, -3.248980, -6.048660, -3.145088, 0.703620, 3.694245, -3.657735, 12.557910, 4.186553, 22.588970, -24.180443, -1.035854, NaN, 3.056996, NaN, 17.913149, 19.428266, -11.422308, -2.385676, -8.245922, 4.442057, 15.973329, 5.981244, -19.990442, 1.774437, -8.668896, -5.967249, -4.338671, -14.824999, 15.175862, -8.311158, -23.763594, -8.179902, NaN, 14.018148, 5.108460, 6.000594, NaN, NaN, -12.242112, -3.293186, -10.151379, 26.780212, -11.765519, 3.038720, 0.190829, -1.445745, 3.101420, -22.395170, 0.963546, NaN, -11.230854, -4.636918, 1.460960, 3.459405, -34.485439, -8.591845, NaN, 13.230707, -8.788321, -2.363083, -1.074152, H, I, I, NaN, J
NaN, 5.236352, NaN, -19.765336, -12.934377, NaN, 1.531512, 4.293958, 1.345594, -3.700085, 15.392928, NaN, 3.837437, -0.430152, -6.739311, 15.079083, -2.447952, 15.671235, -3.801356, -29.778958, -43.944917, 10.374359, -7.877674, 0.874695, -3.101944, 5.757555, -3.306604, 2.135151, NaN, -9.789404, -14.438075, -4.437413, -17.699196, -18.125135, 5.588815, -2.126228, -0.483330, 1.363951, 13.225381, -0.445307, 12.794609, 9.010441, NaN, -18.513794, -2.347816, -6.267094, 5.031176, -6.960779, 14.918732, 18.354814, -12.722144, 3.324234, -8.872016, 8.620883, 15.212229, 8.636029, -13.110594, -1.844440, -6.172171, -6.251171, -6.630718, -12.678130, 10.048224, -5.904772, -17.994219, -6.204557, -23.613907, 15.371323, NaN, 7.708802, 4.315955, 3.965483, -11.180360, -6.342713, -10.055809, 29.468891, -8.681037, NaN, -0.902845, 0.690652, 8.256762, -23.485817, -2.265025, NaN, NaN, -4.230055, 2.760169, 5.230117, -33.168968, NaN, 7.267492, 13.448770, -10.079267, NaN, -0.398545, I, I, NaN, K, J
-7.548005, 6.148499, 14.771662, -15.997659, -8.067669, 22.894138, 4.860494, 5.220842, 3.092872, -2.384492, 14.937274, -6.195972, 6.875029, 0.557484, -4.754985, 14.333184, -3.983600, 22.627264, NaN, NaN, NaN, 16.349927, -10.132745, NaN, -4.137964, 1.487131, -3.766213, NaN, -0.165062, -10.054370, -8.459956, -3.157655, -15.317904, -20.667992, 1.062744, -0.536227, -2.838145, 0.933236, NaN, NaN, 16.133691, 3.169366, 24.440804, -16.024896, -1.651303, -5.905859, 3.848126, NaN, 16.210203, 18.307791, -10.301807, 4.372166, NaN, 10.261169, NaN, 10.027136, -17.255319, 1.679590, -3.592426, NaN, -2.915881, -12.497906, 10.221074, -6.920220, -18.086952, -5.212726, -17.836633, 18.113588, 4.103390, 10.557349, 1.590142, 6.306125, -14.287753, NaN, -6.509084, 31.621272, -5.889031, NaN, 0.951807, 0.311047, 6.818294, -15.904256, -0.355574, 17.820938, -4.023538, -1.828492, 2.862273, NaN, -31.713154, -4.212920, 8.586182, 11.772390, -3.211519, 2.217082, NaN, H, I, G, I, H
-5.114756, 8.297209, 12.354910, NaN, -14.451823, 25.421789, 3.745747, 5.490240, 4.745299, 0.205330, 14.362988, 1.194773, 2.890453, 1.541047, NaN, NaN, NaN, 16.591368, -1.861430, -28.899792, -45.390403, 13.267382, -12.190681, -0.757629, -6.041148, -0.868744, -8.356422, 1.968531, -0.223431, -4.990975, -8.943376, -5.961579, -15.701264, -19.712202, NaN, -1.958305, -3.721893, 2.341216, 8.692866, -6.297614, NaN, 13.122205, 21.085507, -18.445710, -0.822491, NaN, 7.338015, -10.035389, 19.729752, 15.750041, NaN, 2.059693, NaN, 8.100663, 17.991384, 9.290373, -16.167471, NaN, -5.528770, 0.972986, -3.847774, -12.780357, NaN, -6.342615, -20.195146, -3.612015, -22.140511, 17.490468, 6.660059, 3.321113, 3.810347, 2.588132, NaN, -4.999187, -7.121541, 24.771347, -7.634046, 7.163757, 2.186831, -1.370211, 6.483441, -20.735041, 1.161444, 15.384065, -10.767094, -4.235378, 0.045015, 4.496884, -28.945333, -6.079371, 8.931534, 13.897131, NaN, 2.909427, 0.455624, I, I, J, G, G
-4.440198, 2.735335, 12.699288, NaN, -8.355082, 22.973705, 4.492687, 2.518219, 5.187164, 0.426255, 18.739476, -4.485753, 5.724406, -2.874098, -3.640421, 20.052238, -2.022817, 26.923348, 1.214389, -28.814511, -38.957187, 12.444087, -9.809586, 1.134724, -7.898733, NaN, -2.280086, -0.899206, 0.529832, -8.891269, -8.781397, -3.642736, NaN, -17.067607, 1.210679, NaN, -1.315727, NaN, NaN, 2.346686, 13.670424, NaN, 18.103498, -17.149002, NaN, -4.245359, 6.449307, -10.140789, 15.476337, 17.208758, -10.578011, 2.755746, -6.061599, 4.061570, NaN, 12.426442, NaN, 0.872260, -7.844143, 0.268513, NaN, NaN, 15.360759, -5.699199, -12.361728, -3.981963, -15.728312, 13.308180, 6.175965, 7.713811, 1.085952, 12.470807, -13.141584, -3.265944, -1.130634, 31.349470, NaN, NaN, -0.994899, -0.742331, 8.286142, -16.424901, 3.930899, 16.604986, -5.541813, 3.744317, 3.619956, NaN, -27.945186, -6.337853, 12.960243, 10.673798, -3.503008, 3.949306, NaN, K, I, J, G, NaN
-7.141759, 9.365217, 15.180434, -13.084117, NaN, 29.342059, 4.464227, 6.666680, 7.843676, NaN, NaN, 1.629978, 6.735015, 3.878058, -4.040610, 18.029805, -0.074483, 20.325641, NaN, -24.913655, NaN, 12.533642, -3.547175, 5.498459, -3.643000, 5.707900, -1.586510, 0.343138, 4.131417, -4.512335, -10.970836, -5.521016, -18.280730, -15.549241, NaN, 0.568671, -1.602945, 0.986426, 11.743330, 6.613288, NaN, NaN, 21.280853, -18.476630, NaN, -7.288138, 8.683443, -5.996118, 19.798931, 21.013190, -5.357886, 4.795422, -6.424628, 8.624271, 23.076544, 14.765696, -11.890856, 0.107880, -3.875859, -0.125278, -3.295257, -10.100643, 14.552841, -3.326483, -14.987761, -3.904796, -20.130511, 19.174603, 5.310487, 11.202080, 6.586549, NaN, NaN, -3.018061, -2.058387, 27.532260, -3.162645, NaN, 1.952225, 0.191931, 9.829348, -16.279837, 5.397400, NaN, -9.979315, -2.030472, 4.094584, 10.942578, NaN, 1.023858, 8.593071, 16.273190, -5.167065, 4.817407, 5.003501, K, I, I, NaN, NaN
-9.100153, 3.920738, 13.490630, -17.701853, -12.745921, 25.600860, 3.888277, 5.930401, 5.057998, -3.023070, 15.407320, -8.160221, 7.851742, -2.071123, -9.586007, 15.291738, -5.575885, 18.302475, -7.119583, -29.481992, -46.991950, 8.829344, -10.101419, -5.401327, -7.919127, 2.737071, -7.143203, -1.497034, NaN, -9.369208, -15.015532, -8.826841, -15.435762, -22.588681, NaN, -5.193164, -5.642360, 0.276057, NaN, NaN, 11.279770, 5.074230, 18.915234, -20.048041, -4.376204, -9.892633, 1.794656, -9.056592, NaN, 16.297537, -12.444496, -1.014252, -11.654241, 5.530241, NaN, 8.087576, -14.510773, -1.845382, -10.151951, -1.023714, -6.645510, -11.071943, 8.964578, -6.874750, -18.956252, -7.391483, -22.477938, NaN, 3.085361, 4.048781, -3.555006, 3.829578, -13.036179, -4.594372, -6.415985, 25.159913, -11.423607, 3.066358, -3.089567, -5.061853, -0.628027, NaN, NaN, 11.883646, -7.707780, NaN, 1.087443, NaN, -30.799946, -5.900221, 8.611526, 11.552489, -9.900461, 2.793012, -0.655992, G, NaN, G, I, G
-3.536314, 8.963356, NaN, -17.556533, -12.978398, 22.157498, 3.796822, 5.469122, 6.435459, -0.823209, 15.517300, 2.710049, 5.990750, -1.853494, -10.461879, NaN, -4.040291, 21.926882, -8.755940, -30.384789, NaN, 12.739105, -8.617399, 3.442075, -3.442794, -1.141432, -3.861372, 1.757047, -1.284082, -7.290601, NaN, NaN, NaN, -18.618536, 0.144122, NaN, -3.043945, 3.752397, 9.044190, -2.598789, 18.084606, 9.163905, 25.881899, -16.741424, 0.453483, -4.733930, 6.741995, NaN, 18.460860, 19.647057, -9.444629, 1.236681, NaN, 13.279916, 20.163147, 7.318821, -18.403972, 0.269077, -4.810379, -1.128782, -5.609446, -6.817624, 15.100405, -9.434825, -20.878563, -4.978447, -21.224377, 17.632881, 5.059410, 8.855581, 2.993198, 7.474910, -9.571597, -2.908376, NaN, 25.934950, -9.567155, 4.790596, -0.926701, -0.307470, 4.862596, -18.125004, 2.822693, 17.906965, -6.895174, NaN, NaN, 1.975189, -30.310041, -7.552336, 8.608564, NaN, -4.407704, 0.806981, 4.219652, G, I, J, NaN, G
-10.029391, 4.967826, 12.006937, -20.216743, -20.314744, 22.566473, 2.059067, 6.152017, -4.728823, -2.843134, 13.320523, -4.150662, 2.703717, -0.878062, -9.231043, 13.901372, -6.906226, 13.416827, NaN, NaN, -44.640319, 9.615255, NaN, 0.676620, -7.943318, -3.857205, -8.326810, 0.431671, -4.485559, -13.375791, -13.879823, -5.964069, -17.917860, -24.730950, NaN, -5.465300, -2.556567, -2.635562, NaN, -8.482142, 8.926073, 8.432078, 17.984111, -20.010289, 1.891915, -7.821948, 3.311765, -11.900719, 17.019818, 20.882358, NaN, 1.668826, -9.485600, 2.496876, 16.540175, 4.974237, NaN, -4.490893, -7.821762, -1.534241, -0.682075, -15.494112, 9.595053, -6.941356, -22.281196, -7.468159, -25.325162, 15.341179, 4.194361, 0.926940, 1.405819, 5.911549, -16.034948, -8.152262, -9.018878, 27.710649, -10.307077, 4.369732, NaN, NaN, 2.586815, -25.325749, -1.410968, 14.867353, NaN, 1.017557, 4.267687, -0.163329, -31.306369, -8.659548, 3.971137, 14.178654, -6.986611, 0.177317, -4.031782, G, I, G, NaN, H
-6.721588, 11.644967, 14.059533, -15.894616, -13.723035, 25.207963, 3.343567, 7.755916, NaN, NaN, 18.922237, 2.557574, 4.335602, 2.330390, -8.450226, 11.678395, -3.723916, 18.222335, -5.847107, -25.122858, -43.840148, 14.297665, -9.757073, 2.945813, -0.853443, 2.335782, -5.015860, NaN, NaN, -8.005204, -6.907737, -5.174391, -18.373976, NaN, 3.564861, -3.266096, -3.128815, 2.599404, 9.441155, -2.112060, 13.472331, NaN, 22.432854, -17.744645, 2.779613, -6.932959, 6.457810, -10.576324, 19.514121, NaN, -10.674819, NaN, -8.134093, 9.787077, 19.856297, 6.675617, -12.168931, -0.493737, -6.217493, -1.699712, -0.535105, -14.625921, 13.121765, -2.532642, -24.806963, -4.813590, -20.652133, 16.492205, 0.207308, 3.780887, 0.564738, 5.382844, -11.099705, -3.884201, -8.285923, 26.958458, -10.046872, NaN, 0.817395, NaN, 4.752723, -20.549245, -1.912788, 13.832445, -4.367278, -8.233712, NaN, 0.859914, -35.377629, -6.145583, NaN, 15.050071, -8.309702, 4.861464, 1.591662, G, I, H, K, G
-10.495734, 4.341462, 10.181883, -19.500135, -16.986189, 23.591691, 6.217584, 3.311499, 2.208700, -1.432166, NaN, -1.058355, NaN, 0.233020, -5.349146, 15.688739, -6.854676, NaN, 0.076394, -27.691228, NaN, 14.465258, -10.946483, NaN, -10.079684, -2.922355, -7.287510, -0.562083, 0.984548, NaN, -7.921639, NaN, -18.670377, -22.091663, -2.416238, -4.127682, NaN, 0.832007, 8.229948, -5.986432, 10.793964, 10.541508, 17.244988, -17.903538, 0.273232, -7.461480, 5.004710, -10.544128, NaN, 19.576162, -9.321201, 0.937797, -6.076253, 7.242762, 23.029952, 6.889434, -18.056056, -2.045991, NaN, NaN, -1.015892, -9.201996, 14.160607, -8.418674, -20.078583, NaN, -20.495203, 14.863382, 1.324353, NaN, 3.679405, 3.154543, -9.984727, -6.961154, -6.668324, 27.238596, -6.487216, 5.667205, -1.133911, -2.342837, 5.368496, -20.228046, NaN, 19.165375, -7.477749, NaN, 3.683559, 4.734636, -34.116753, -6.980796, 7.818305, 12.847159, -5.613300, 2.186327, 3.229222, NaN, H, H, NaN, NaN
-12.997703, NaN, 9.301183, -20.277402, -14.612168, 24.038016, 7.715059, 6.313226, 2.096677, NaN, 17.907359, NaN, 6.468542, NaN, -8.784134, 18.383796, -1.555845, 19.650311, -3.213992, NaN, -46.295804, 11.687547, -11.731592, 2.776342, NaN, 2.644295, -7.951416, NaN, -2.689267, -6.011263, -7.965463, -8.049797, -20.302732, -18.043329, -0.463676, -1.280405, -0.517238, -2.593944, 10.624946, -0.705927, 12.208396, 8.857356, 19.730089, -16.052212, -1.381346, -8.956646, 2.921919, NaN, 19.475262, 18.725688, -10.732513, -0.683382, -8.514963, 7.183808, 21.269346, NaN, NaN, -0.657417, NaN, -3.285994, NaN, -9.769619, 12.702361, -6.007244, -20.158580, -5.685979, -20.649863, 11.688231, 6.330584, 3.292629, NaN, 8.824362, -7.799266, -9.358341, -5.872674, 28.018180, -11.179212, 4.579087, -2.625189, 1.869743, 4.107729, -22.443110, 0.478476, 13.552457, NaN, -5.525904, 1.612189, 3.925018, -31.839003, -9.983317, 8.774737, 10.552677, NaN, 4.289669, 0.308884, H, H, H, G, I
