y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-28.319378, -5.305272, 7.270162, 15.583659, -13.841187, NaN, 28.814412, 1.667208, 4.988074, 5.582168, NaN, 16.816111, 1.386222, 2.253315, 3.495121, -5.603649, 15.682904, -5.048742, 23.156474, 0.553030, NaN, -44.040458, 15.619019, -7.865237, 5.041633, -2.764653, 5.347774, NaN, 0.217846, 1.011573, -3.127018, -8.457381, NaN, -17.333459, -15.207004, 5.433458, -0.003104, -1.095417, NaN, 9.027096, 2.048428, 13.623252, NaN, 21.999220, -17.828429, NaN, -6.175163, 6.006052, NaN, 14.893920, NaN, NaN, 1.512743, NaN, 9.028868, 22.695879, 7.972736, -13.225579, NaN, -0.978434, NaN, -2.294310, -9.653670, 15.063606, -6.135375, -20.431913, -6.033461, -18.524085, 15.670985, NaN, 7.095530, 1.012253, NaN, -11.192151, -0.997619, -1.643094, NaN, -4.507093, 8.620718, 4.474934, -1.353523, 4.911428, NaN, 2.506585, 17.445847, -3.462273, -4.722321, 4.491806, 5.609808, -31.849711, -2.588964, 8.407628, 15.110976, NaN, 4.601972, 1.716094, J, NaN, K, NaN, I
-27.649771, -0.338859, NaN, 17.680708, -14.756074, -11.945012, 25.838736, 4.733668, 8.136587, 7.946136, -3.137002, 18.288007, -1.498722, 4.449026, 4.115983, -8.340219, NaN, NaN, 19.442338, -2.669442, -27.869662, -44.759239, 11.685733, -7.839890, NaN, -4.291648, 3.378973, -4.825346, 2.215907, -0.961159, NaN, -8.309601, -6.465112, -18.079795, -15.451168, NaN, -1.409018, -2.443046, 4.271064, 7.205411, 3.170396, 16.137006, 8.848902, 25.017676, NaN, 1.189621, -3.903218, 6.467062, -9.407256, 19.101621, 18.154359, -6.228743, 2.109908, NaN, 5.753290, 18.988452, 11.350642, -13.426680, 4.738068, -5.439187, NaN, NaN, -11.454415, 14.966637, -4.282657, -19.795304, NaN, -20.636804, 16.664201, 3.605975, 10.197128, 1.271609, 6.527445, -7.860473, -1.929133, -6.795009, 28.422018, -7.707275, 6.131144, 2.060211, -0.807392, 6.091584, -15.788742, 1.488861, 18.237961, -8.768715, -1.129277, 4.143796, NaN, -30.327266, NaN, 10.623155, NaN, -8.633603, 3.014987, 1.761803, I, I, I, I, K
31.487435, -7.380220, 3.027557, 11.379892, -18.424950, -14.698153, 21.145968, NaN, 5.003110, NaN, -6.364770, NaN, -4.180706, 5.839768, 1.411713, NaN, 16.629193, -0.274586, 17.559269, -4.656710, -28.705080, -44.553249, 11.145452, -9.212470, NaN, NaN, 4.317638, NaN, -1.420871, -7.354359, -7.701122, -5.946677, -7.739075, -18.186160, -15.653528, -1.879332, -4.525761, NaN, 2.332503, 10.622424, -1.164284, 11.863583, 5.623243, 24.966190, NaN, -3.738558, -9.749529, 6.199878, NaN, 17.352818, NaN, NaN, 2.497731, -13.095136, 9.158180, 18.759518, 9.862883, -12.865759, NaN, -11.135747, 0.139838, -6.159002, -10.931635, 16.298934, -1.187742, -22.091453, -7.689058, -17.555934, NaN, 6.724954, 7.120352, 7.506504, 7.004189, -7.731926, -4.791570, -6.575527, 32.938291, -10.568905, 6.666426, -1.199407, 1.724909, 4.451715, -24.077668, 1.686034, 13.813898, -11.179649, 1.287106, 2.413257, 2.913567, -30.444253, -7.654660, NaN, 11.283164, -7.459620, NaN, 2.455625, J, NaN, K, I, H
16.562555, -2.501236, 10.005983, 13.426887, -12.147351, NaN, 21.453161, 6.146136, NaN, 5.240965, NaN, 19.662799, NaN, 8.592262, -1.663208, -6.389252, 14.572854, -1.615048, NaN, -3.037093, -28.817985, -43.810805, NaN, -7.635399, NaN, NaN, 2.274695, -8.095759, NaN, -1.740484, -8.254746, NaN, -3.342405, -14.531847, -18.455544, NaN, -2.048598, -3.545788, 6.204508, 7.762293, -1.542644, 12.816194, 10.738400, 21.655062, -17.273130, 0.685532, -6.332359, 6.622036, -8.418798, 18.025620, 18.253508, -7.851691, 3.146218, NaN, 9.866780, 23.134069, 9.617833, -12.631343, NaN, -5.829601, 2.511121, -4.792946, -14.019810, 16.377165, 0.940159, -16.379135, -2.334043, -20.765948, 19.352506, 5.580053, 8.336632, 3.270216, 7.138920, -9.807374, -4.694092, -4.941282, 26.736479, -6.976534, 6.390454, 0.225887, -2.439759, 5.076737, -17.239964, -0.722440, 16.218689, -4.892695, -0.349185, 3.897493, 5.634548, -28.941283, 0.188040, 9.634224, 13.405271, -4.202396, 4.834561, -0.075454, NaN, I, J, I, K
14.689711, -7.702734, 3.793601, NaN, NaN, -15.724630, NaN, 0.084029, 3.689928, 4.978027, -2.014206, 11.639290, -0.341942, 2.493538, 1.686103, -3.946516, 17.656736, -2.678188, 19.872702, -1.107078, -29.227921, -45.413938, 12.267441, -11.136071, 1.783295, -10.161818, -3.768759, -7.311953, -2.528156, -1.965144, NaN, -10.855673, NaN, -15.128961, -18.736607, 2.309445, -4.143048, -1.484025, -2.383519, NaN, 0.789219, NaN, NaN, 19.694279, -24.819257, NaN, NaN, 6.889009, -9.166745, 17.475731, 15.059946, NaN, NaN, -10.754998, NaN, NaN, 11.095026, -18.638520, -1.835004, -7.002990, -0.955268, -6.659232, -10.294976, 8.303659, -5.291156, -21.913429, -7.137570, NaN, 16.456083, 3.962377, 3.936704, 3.753044, 5.166623, -9.626627, -4.769386, -6.823888, 28.272688, -9.295261, 9.213349, -0.000512, -3.660554, 7.120567, NaN, 5.545308, NaN, -9.551895, 0.726186, 0.035623, 1.963945, -32.095615, -6.636451, 5.214134, 13.132711, -6.713118, NaN, 0.913846, J, I, H, K, G
56.941556, -11.795600, 7.864708, NaN, -14.164414, -18.668688, NaN, 3.268098, 7.113496, 1.733815, -2.811526, 15.624862, -1.663313, 3.319994, 0.519258, -6.450909, 17.722601, -4.317973, NaN, -3.110251, -27.160222, -45.751121, 12.015469, -10.123605, -0.522533, -7.052072, 0.988318, NaN, -0.766213, -2.442910, -8.188838, NaN, -9.212311, -18.558910, -19.941115, -2.355245, -3.351948, NaN, 0.872511, 6.507545, NaN, 12.805025, 9.157057, NaN, -20.358475, NaN, NaN, NaN, -7.732616, 14.212071, 19.988195, -6.108098, -1.095983, -7.514055, 5.360310, 18.567588, NaN, NaN, -3.205229, -2.626103, -4.103869, -1.313797, -12.865087, 13.133020, -7.058408, -18.511580, -4.563646, -22.352234, 16.780498, 3.713087, NaN, 1.069758, 4.401555, -8.664641, NaN, -8.991534, 24.999182, -8.553357, 4.307998, -0.752677, -5.320495, 6.241377, -17.944202, -0.109014, NaN, -10.044171, -5.996472, 1.342044, 6.018897, -34.063926, -2.875749, 4.740196, 14.035261, -7.985772, NaN, 3.075631, H, I, NaN, H, H
15.716907, -6.083020, 3.149835, 7.950498, -18.891101, -10.442617, 22.278384, 0.714659, NaN, -2.240627, -5.978645, 17.842419, NaN, 5.627765, -3.376656, -8.864523, 11.724801, -10.525924, 20.841291, -8.544265, -29.177367, -49.229227, 11.954725, -12.263314, NaN, -6.482898, -1.230613, -6.306689, 1.688098, -3.604645, -12.509198, -11.712129, -3.978078, NaN, -21.060711, -0.850453, -6.105162, -3.756658, -0.993071, 6.681140, -3.609660, 9.458500, NaN, 21.081145, -22.642220, NaN, -5.399681, -0.999674, -11.074103, 15.838950, 18.210891, -14.459150, -0.804022, -9.579422, 5.470347, 18.548794, 6.289896, -19.039713, 1.204750, -5.025979, -3.583822, -6.414733, -12.571921, 10.374768, NaN, -20.524296, -9.293973, NaN, 14.212739, 2.301847, NaN, -2.375620, 4.903028, -14.428372, -7.915164, -6.711409, 25.942082, NaN, 2.373630, -1.860007, -5.000869, NaN, -20.274799, -2.956073, 10.929071, -5.319963, -5.595549, -2.056464, 0.907895, -31.954316, -3.097199, 7.813917, 11.341137, -8.667201, -1.293477, 0.192106, I, H, J, J, NaN
25.045371, -10.554642, 6.711095, 13.271869, -14.309537, -16.641300, NaN, 4.295525, 3.835317, 3.126556, NaN, 14.755131, -0.574612, NaN, NaN, -8.240592, 11.928937, -3.748496, 13.803803, -0.479705, -24.734291, -47.841978, NaN, NaN, NaN, -8.201841, -0.406558, -8.719690, 0.734779, NaN, -6.901116, NaN, -9.112207, NaN, -20.572891, 0.417336, -3.116078, -3.271671, 3.974159, 4.662198, -3.884216, NaN, 9.606086, 16.504799, -20.462100, 2.374506, -9.869249, NaN, -10.666211, 19.389849, 17.955138, -7.578111, 3.403749, -9.652480, 10.460124, 18.115383, 10.400989, -14.102908, -0.687675, -9.461113, -0.810787, -1.874616, -13.924903, 11.639773, -6.679126, -20.003288, -6.638717, -19.041573, 16.314963, -0.771514, 7.544344, NaN, -0.024192, -9.080298, NaN, -4.940008, 25.026328, -7.050396, NaN, 0.327714, 0.519694, 4.136752, NaN, -5.545547, 14.299275, -10.534785, -6.260666, 1.750291, 5.054185, -34.459303, -2.828672, 6.244729, 14.588859, -9.054751, 3.545679, 3.955386, G, I, I, J, NaN
-12.262380, -9.719658, 3.705371, NaN, -19.801079, -15.742443, 22.676765, 3.730134, 6.000521, NaN, -11.148955, 17.731371, -6.564273, 2.980394, NaN, -10.844426, 12.550591, -7.323818, 14.659189, -3.453805, -33.539633, -47.726155, NaN, -10.912520, -0.194506, -2.347373, 0.191627, -10.709305, 0.418510, NaN, -10.343438, -9.360421, -6.503899, -25.236339, -19.043744, NaN, -4.154355, NaN, 2.472454, 7.143244, -4.575754, NaN, NaN, 23.471881, -20.703615, NaN, -9.445472, 6.757522, -10.992949, 16.315972, 16.155318, -14.464805, -2.221549, -11.863269, 12.717914, 18.818442, 8.358523, -16.493928, -6.363548, -6.787389, -3.773491, -9.483885, -13.369287, 13.100346, -8.338689, NaN, -5.359705, NaN, 14.929969, 3.374333, 10.086525, 8.930721, 3.622849, -8.138861, -8.400442, -10.525561, 25.845012, -8.952731, -0.918056, -2.860881, -3.899370, 0.392275, -24.774028, -2.026677, NaN, -7.132728, NaN, 2.733162, NaN, NaN, -4.124742, 7.013565, 10.838398, -3.934751, -5.261492, -4.179723, H, NaN, NaN, NaN, G
13.643601, NaN, 7.604319, NaN, -17.648198, -13.564897, 27.586321, 6.256666, 8.703287, 7.586074, NaN, 17.812279, 1.805523, 5.096792, 4.706977, NaN, 16.185457, 2.622567, 22.173437, -0.148960, NaN, -43.120971, 12.666446, -7.177009, 5.979456, -5.832067, NaN, -2.960184, -2.908931, 5.408970, -2.539067, -7.791706, -5.203183, -15.691398, -18.043610, 4.285631, 3.645700, -2.558333, 3.959517, 10.885069, NaN, NaN, NaN, 22.637616, -20.063152, 1.036121, NaN, 7.407722, -8.494521, 22.427454, 20.686009, -6.024092, 5.910213, -7.037713, 9.744815, 22.587720, 15.775154, -15.957964, 5.268146, -3.796357, 3.329976, 0.053087, -10.899677, NaN, NaN, -18.084214, NaN, -19.804173, NaN, 7.370631, 9.549960, 5.284705, 7.764274, -5.239396, -1.495783, -3.973591, NaN, NaN, 10.033274, 3.688328, NaN, 8.154737, -16.191534, 6.533673, 13.914405, -10.138902, -0.997571, 4.680616, 2.639514, -29.534682, -4.994710, 9.250680, 15.137323, -5.756963, 4.194915, 4.286470, G, I, NaN, J, H
-84.665980, -8.167204, 6.111271, 17.457336, -17.726914, -16.148052, 24.451775, 1.537038, 6.497861, 5.056489, -8.095559, 16.299263, NaN, 3.722846, 1.855165, -9.924000, NaN, -3.062052, 17.704510, -6.381577, -31.554265, NaN, 6.495536, -10.220515, -2.038559, 0.223861, 1.745388, -8.832942, -1.670595, -2.980234, NaN, NaN, NaN, -22.742186, -17.252587, 1.972968, NaN, -2.978097, -3.380517, NaN, 2.168632, 10.153483, 6.696959, NaN, -20.781583, 1.210977, -10.201968, 6.588281, -8.799209, 12.971292, 19.216609, -10.132104, -4.324521, -6.264264, 3.532336, 19.236419, 8.219128, -15.277682, -2.714749, -7.303703, -4.220491, NaN, -10.394875, 10.418990, -7.111471, -21.923149, -7.309181, -26.195014, 15.104323, 3.612795, 5.270588, 0.608509, NaN, -10.432452, -7.254911, -10.340035, 25.054289, -14.004986, 4.158696, -0.909616, -3.035825, 2.075102, -21.447633, 3.274875, 15.160750, -9.545909, -6.787069, 0.023929, NaN, -31.152378, -5.988913, 7.018508, 12.945532, -8.496519, -0.579026, NaN, J, I, K, K, H
68.699633, -13.645908, 4.558723, 16.641149, -17.691828, -13.141604, 20.184405, NaN, 7.988893, -0.363835, -3.561274, 12.244065, NaN, 0.552348, -3.984744, NaN, 14.471822, NaN, 18.848147, -7.533819, -29.278741, NaN, 10.607581, -10.794057, 1.049224, -4.160676, 4.180319, NaN, -2.347570, NaN, -9.397795, -17.533974, -12.144859, -18.719088, -18.525682, -3.713523, -4.780263, -2.188141, 5.046089, 13.038549, NaN, 8.513946, 5.460047, 17.302341, -20.094512, -9.614862, NaN, 7.380518, -8.801264, 10.929296, 19.164006, -15.723742, -2.336233, -9.392388, 12.609906, 18.485071, 10.898036, -16.978537, -4.876403, -9.082767, -6.235930, -3.918430, -10.677859, 17.911071, -8.516150, -17.704320, -6.474654, -24.339646, 11.157506, 2.868295, 6.978789, 3.411203, 1.382231, -10.672988, -5.931652, NaN, 24.656031, -12.762733, 1.709830, -1.731309, -1.678985, NaN, -23.380449, -5.520754, NaN, -11.632026, -7.641910, 0.505107, NaN, -31.033791, -8.789848, 5.270981, NaN, NaN, NaN, NaN, NaN, I, J, G, NaN
6.398983, -7.102255, 7.292675, 14.506509, -13.958065, -8.372873, 24.019964, 5.940344, 9.612713, 0.717747, -3.802528, 16.422881, -0.994069, 7.330744, 3.058204, -3.639887, 15.665882, -4.455955, 21.224816, -2.565925, -25.118489, -39.846363, 15.256777, -8.466012, 4.772766, 2.483166, 3.335718, -1.508519, 3.572415, NaN, -9.676988, -11.037244, -3.444283, NaN, -20.176011, NaN, NaN, NaN, 2.231572, 12.887458, -3.985713, 15.731749, 10.558879, 26.383148, -14.481652, -0.079265, -1.212366, 6.534502, -7.648742, 19.177073, 22.734256, -11.318777, NaN, -4.098547, 10.777154, NaN, 11.277074, -19.408131, 5.732426, -2.342861, -2.996316, -2.141653, NaN, 17.075297, -3.124379, -12.907040, -2.098467, -18.935188, 17.764550, 9.326728, 10.481268, NaN, 10.905298, NaN, -4.974184, -6.912408, 32.035871, -7.665707, 7.476858, 5.195165, 3.166974, 7.837479, -14.827501, 1.454542, 18.179881, -3.958304, -0.783726, NaN, 5.142042, -25.622909, -2.098083, 9.698789, 14.916528, -3.242033, 0.771448, 1.427756, NaN, I, G, G, G
-23.212729, -10.148223, -0.566795, 14.793215, -19.194370, -21.311724, 20.925873, -4.028320, 3.266220, NaN, NaN, NaN, -4.787514, -0.149057, -4.528722, NaN, 11.742071, -8.698953, 17.792856, -6.360144, -31.641064, -46.082755, NaN, -10.128245, -2.269725, -5.395064, 0.220671, -6.507060, -3.439263, -5.099882, -12.290688, -17.170462, -14.092099, NaN, -22.217947, -4.524593, -6.120371, -4.870040, -3.938309, 2.603844, -3.079724, 5.070088, 3.794611, 17.883530, -22.935876, -5.596629, -6.618592, 5.623316, -7.125547, 5.996102, NaN, -15.278140, NaN, -5.622337, 2.681875, 15.428571, 8.875941, -21.334721, -3.482946, -11.180385, -6.942717, -8.935138, -10.709453, 13.983733, -7.973593, -24.142673, -8.592915, -23.539130, 10.118291, -0.508605, NaN, 0.124022, 5.687839, -13.512971, -4.602628, -11.872621, 24.052911, -14.806272, 3.300232, -0.409384, -6.794641, -0.448515, -23.449260, NaN, 12.571913, -13.355438, -6.611651, -0.404997, 3.577157, -35.002338, -5.172481, 6.646775, 18.200783, -8.990794, NaN, -3.611631, H, I, H, I, I
28.866677, -7.681623, 11.555731, 14.579676, -16.324862, NaN, 23.637845, 4.034939, NaN, NaN, -2.192904, 15.764830, -4.116620, 8.457160, 2.786758, -3.817372, 15.206981, NaN, NaN, -0.994737, -24.692448, NaN, 15.620281, -9.114252, 0.414896, -5.969190, 2.189451, -4.385498, -0.812692, -1.411884, -8.237557, NaN, -0.797205, NaN, -17.517971, -0.732911, -1.260778, -2.041955, 1.310266, 12.452369, -0.276235, 17.848932, NaN, 26.710614, -18.126743, 0.828461, -7.144603, NaN, -7.473228, 21.548253, 20.814673, -11.521681, 3.921077, -9.017388, 9.189738, 16.571014, 12.346130, -16.621630, -0.188081, -3.633476, -1.513075, -5.082523, -12.573989, 13.175229, -6.510749, -16.121576, -1.535052, -22.534844, 21.250655, 8.116219, 12.051718, 3.623882, NaN, -8.416640, -3.487253, -6.240479, 30.718368, -6.822194, 5.660216, -0.505583, NaN, NaN, -19.132489, 3.259724, 20.056642, -6.856462, -0.349926, 5.067552, 8.206064, -29.093892, -4.133470, 9.676691, 11.094441, -4.682201, NaN, -0.114018, K, I, K, NaN, H
0.646474, -6.247451, NaN, 12.670645, NaN, NaN, 29.143188, 4.211893, 4.026267, 5.410850, -2.283719, 17.537107, -3.744459, 3.577039, 0.147189, -8.459426, 18.107184, -5.808683, NaN, -0.698880, -29.662605, NaN, 10.386583, -10.622294, NaN, -4.198113, 5.087611, -7.626568, 1.676013, 1.367825, -5.209523, -9.742961, -7.550927, -21.192635, -17.534382, 1.731151, -3.229175, -3.098741, 1.371462, 9.285056, NaN, 10.067819, 5.098633, 16.644087, -19.806985, -1.414878, -9.885653, 4.344316, -8.276166, NaN, NaN, -8.906694, NaN, -6.713497, 6.838303, 22.256335, 9.826139, -12.988920, NaN, -6.770904, -0.296844, -4.365598, NaN, 11.828183, -10.068085, -16.743387, NaN, -20.479810, 13.696726, 3.774779, 7.795999, 1.138106, NaN, -9.151001, -6.716421, NaN, 26.042206, -9.862720, 4.246432, -0.555129, -2.512918, 1.801202, -23.796629, 1.092955, 17.297961, -7.178564, -4.458944, NaN, 7.639675, -31.426373, -4.016029, 8.946885, 13.457631, NaN, 4.169986, 0.513562, H, NaN, H, H, G
-11.386663, -6.833826, 4.990874, 11.437533, -16.795374, -12.951842, 23.748270, 2.324180, 7.492798, 2.970076, -6.181639, NaN, -3.729835, 8.034166, NaN, -5.747726, 18.474550, -1.916121, NaN, -3.192775, -29.227872, -45.616496, 14.349066, -8.321800, 1.096413, -3.573033, -0.978644, NaN, 1.849640, -3.519892, -8.178827, NaN, NaN, -16.587190, -18.588950, 1.569791, -1.683257, 3.671385, 3.799307, 10.941287, NaN, NaN, 8.582006, NaN, -19.904185, 0.297549, -5.012917, NaN, NaN, NaN, 20.719512, -7.270699, -0.385179, -7.994605, 9.847895, 21.639589, 13.655667, -13.694223, -0.872705, -3.509089, NaN, -6.122065, -11.330603, 12.238346, -1.311658, -15.607398, -4.771787, -26.022186, 17.939977, 6.735917, 11.323898, 8.078616, 7.794798, -6.062130, -6.541468, -9.341535, 31.463845, -9.663298, 6.758470, 2.016828, -2.019811, 5.316575, -17.544800, 1.085322, 15.047342, -6.600142, 0.890973, 3.957736, 5.146537, -29.671328, 0.986820, NaN, 14.404202, -3.390478, -1.280920, 0.780784, G, H, H, NaN, G
-116.367752, -9.214660, NaN, 10.833069, -15.290443, -12.108079, 21.424874, 3.359359, 4.031311, NaN, -3.181263, 13.356289, -8.731689, 2.375244, -6.498411, -9.766743, 11.818079, -2.248513, 20.476153, -7.292588, -31.145227, -47.095717, 9.001693, NaN, NaN, -6.265779, 1.968945, -6.918997, -2.180972, -3.119580, -11.812442, -8.534671, -9.165438, NaN, -17.700860, NaN, -6.244902, -8.633317, NaN, 8.126359, -2.346930, 13.504790, NaN, NaN, -21.049678, -4.050983, -11.931396, 3.508286, -8.386085, 14.321190, NaN, -15.814184, 0.977021, -10.054641, 7.391261, 18.494929, 7.349132, -16.921173, 1.628775, NaN, -5.427504, -12.386849, NaN, 13.549416, -5.027118, -21.396499, -8.612330, -23.711315, 16.064603, NaN, 7.619323, NaN, NaN, NaN, NaN, -6.161050, 21.073486, -7.999784, 1.963655, NaN, NaN, -0.230332, -19.330858, 0.175895, 13.338622, -10.333205, -6.709417, 3.440495, 3.137189, -32.214774, NaN, 7.444256, NaN, -9.267333, 1.614259, -1.775703, NaN, H, NaN, K, K
42.404175, -4.272875, 6.811171, 13.018486, -14.607021, -16.053057, 27.021030, 6.942974, 7.356724, 3.107184, -5.634488, 21.068957, 2.619955, 2.713531, 2.675458, -9.498190, 15.119657, -1.096363, NaN, -1.569243, -27.853387, -45.717147, 12.634187, -9.385054, 5.341764, -1.582519, 3.528332, -6.836175, 4.769398, NaN, -7.647613, -8.958255, -8.653730, -17.757814, -17.579479, 2.358016, NaN, -3.123434, 6.727982, 8.882013, -3.238732, 12.717489, 10.268005, NaN, -17.848699, NaN, NaN, 6.897417, -12.148146, 18.631089, 16.415440, -9.202218, 4.930590, -11.507444, 9.801081, 21.311477, 14.125432, -11.678759, 3.938575, -4.719098, 1.854964, -2.206860, -14.020867, 17.540213, -2.523000, -18.961459, -6.062775, -18.944142, 16.919667, 5.160489, 9.093912, 8.587431, 4.855933, -6.954682, -3.279969, -5.531072, 25.488370, -4.985939, 3.976810, 2.019141, -2.382263, 6.698800, -18.113827, -0.632703, 13.910214, -10.481785, -3.001870, 0.580676, 5.092240, -28.680358, -1.263162, 8.391494, 15.153441, -7.023780, 3.316696, NaN, NaN, I, K, H, J
34.237397, -4.348294, 7.903041, 14.562347, -16.717262, -15.918721, 21.012002, 0.523553, 4.836552, 4.920661, -3.695466, 15.405386, NaN, 4.274096, -2.666329, NaN, 13.171897, -4.622523, 17.368275, -6.185001, -33.049232, -49.181174, 8.749730, -10.754114, -0.947902, -3.798545, 2.137224, -8.531087, -0.585747, -2.497599, -8.370096, -12.430698, -10.179649, NaN, -19.363671, 0.963455, -3.739302, -6.880795, NaN, 7.793553, NaN, 11.894039, 10.147691, 18.850158, -19.520882, -1.166392, NaN, 6.522532, -9.647044, 14.801614, 17.842361, -8.465547, -2.048846, -10.857545, 8.789708, 20.270512, 4.125675, -12.135761, -3.035504, -8.679824, NaN, -4.973660, -12.971824, 14.375238, -8.297389, -20.064871, -5.930524, -22.230468, 13.654262, NaN, NaN, -0.362082, 5.870001, -11.175712, -4.151540, -4.630709, 21.683925, -8.769191, NaN, -2.677769, -2.509402, 4.160119, -24.100383, NaN, NaN, -8.707526, -3.297795, 0.960015, 3.310048, NaN, -5.596085, 9.763712, 9.606278, -7.317342, 3.765352, -0.062495, I, NaN, K, G, G
43.619216, -9.344482, 7.300553, 11.985498, -18.657707, -10.397767, 24.775189, -0.696527, 4.972391, 4.509288, -4.577603, 16.119588, -5.225852, 6.689338, NaN, NaN, 12.868116, -8.144310, NaN, NaN, -31.218424, -47.052400, 11.897046, -11.544256, 0.056561, NaN, -2.618953, -8.151067, -0.653297, -0.580916, NaN, -13.879766, -4.135173, -18.092529, -18.625634, -0.201600, -4.755545, -0.095488, 0.299129, 8.577725, -0.352312, 9.222249, 9.167690, 24.051352, -21.267662, NaN, -4.602352, NaN, -11.322930, 20.862965, 15.805371, -10.298399, 0.250222, -11.059658, 9.008079, 19.043309, 4.420581, -16.180698, -4.749938, -8.816286, -4.751136, -5.175462, -11.377879, 8.845267, NaN, -20.769687, -3.328514, -24.265353, 16.130921, 0.540516, 3.474157, 0.704560, NaN, NaN, -3.657130, -7.552111, 26.876420, -11.787795, 5.390097, -0.043084, -1.691242, 4.227778, -23.292617, -3.249463, 15.200142, -2.247527, -4.779577, 2.554924, 1.621775, -36.429822, -5.244732, 7.937031, 13.326266, -4.809746, -2.343276, 1.170438, NaN, NaN, I, NaN, J
61.814305, -8.626783, 4.723504, 14.229555, -18.832096, -13.635460, 24.022741, 5.069894, 4.302480, 3.182959, -8.802945, NaN, -8.452912, 2.105887, -1.131633, NaN, 13.557272, -10.525685, 14.349223, -0.346174, -33.062853, NaN, 6.187938, -13.344336, NaN, -5.636534, 1.969717, -6.489216, -0.147341, -1.813816, -10.406053, -15.182626, -10.734551, -23.254160, -15.962652, -4.524536, NaN, -3.675586, -1.838734, 7.981707, -4.928693, 9.552909, 4.747613, 16.992289, NaN, -5.252625, -8.686097, 5.677983, -12.673990, 12.845036, 14.625360, -15.602058, -3.165717, -11.416799, 6.067525, 19.553307, 5.286703, -20.504700, NaN, -11.582646, -1.762258, -7.823014, -9.301565, 11.383322, NaN, -18.202726, -5.957384, -21.419545, NaN, 0.742481, 3.823144, 4.907759, 0.736266, -13.670757, -7.991997, -6.950569, 22.989839, -11.744661, 0.359355, -3.595832, NaN, NaN, NaN, -5.510212, NaN, -8.682544, -6.001397, -0.341857, 2.670139, NaN, -7.301034, 8.114055, NaN, -7.318176, -3.474965, NaN, J, I, K, G, NaN
40.480916, -4.100907, 9.531193, 14.962807, NaN, -14.613577, 28.674484, NaN, 10.966178, 4.893464, -4.739249, 23.057627, 1.137149, 10.294006, 3.988850, -6.698277, 16.743033, NaN, 20.054048, -3.212536, NaN, -42.584070, NaN, -11.170345, 5.898964, 0.803380, NaN, NaN, 4.340389, 1.097073, -6.693299, -11.227080, -5.246125, -17.670039, -16.092172, NaN, -0.173304, 1.981752, 4.625870, 9.699717, -1.660829, 13.032554, NaN, 22.654377, -17.716118, -0.828788, -3.542295, 7.029327, -9.151965, 16.436221, 23.585293, -8.802046, -0.317988, NaN, 9.792256, 28.034859, NaN, -12.290098, 0.805755, NaN, -0.295703, 1.709177, -10.201431, 15.497624, -2.037351, -16.637450, -3.625928, -23.923489, 20.984557, 7.483289, NaN, 8.029792, 8.957703, -7.151084, -2.508438, -7.717473, 28.070818, -5.696335, 6.599026, 3.049566, -4.474723, 6.886160, -16.778151, 1.128614, 16.724224, -3.338190, -0.413474, 3.547703, NaN, -27.701806, -0.371971, 7.764829, 16.743489, NaN, 3.728695, 2.749485, J, I, I, I, J
49.800983, -6.671461, 8.054706, 12.209864, -15.722365, -10.759562, 23.744787, 5.189963, 3.909333, NaN, 2.088526, 20.865969, -6.038336, 9.514111, -0.591299, NaN, 18.719700, -2.632684, 20.167068, -4.117943, -30.376702, -40.423289, 11.670807, -10.756773, -2.354965, -2.947310, 2.208619, -4.804458, 2.410840, 1.501103, -8.110330, -9.366915, -3.932721, -16.553278, NaN, 2.381729, -1.415535, -2.345942, NaN, 11.687389, -1.187523, 13.748257, 11.615811, 22.826570, -12.267389, 2.436266, -6.162295, 8.088281, -13.750111, 17.982018, NaN, -9.182426, NaN, -9.838835, 5.281236, 21.532110, 7.688404, -11.407991, -0.575226, -8.545149, 0.433692, -2.283682, -7.029687, NaN, -7.995267, -15.024714, -5.563802, -20.190034, 17.152226, 5.192665, NaN, 1.915949, 8.561686, -13.735070, -2.262821, -4.539005, NaN, -9.741821, 6.211820, 0.811071, NaN, 4.052836, -21.305064, NaN, 18.359453, -3.608183, 0.648040, 7.160805, 4.523695, -29.324892, -5.107898, 12.706541, 10.777893, -5.252852, 4.295136, 2.192525, G, I, NaN, K, G
